ExperimentName,Site,NDARGUID,Version,Overall_RT,Overall_ACC,HappyBlocks_RT,HappyBlocks_ACC,FearBlocks_RT,FearBlocks_ACC,NeutBlocks_RT,NeutBlocks_ACC,PlaceBlocks_RT,PlaceBlocks_ACC,Overall0back_RT,Overall0back_ACC,Happy0back_RT,Happy0back_ACC,Fear0back_RT,Fear0back_ACC,Neut0back_RT,Neut0back_ACC,Place0back_RT,Place0back_ACC,Overall2back_RT,Overall2back_ACC,Happy2back_RT,Happy2back_ACC,Fear2back_RT,Fear2back_ACC,Neut2back_RT,Neut2back_ACC,Place2back_RT,Place2back_ACC,run1Overall_RT,run1Overall_ACC,run1HappyBlocks_RT,run1HappyBlocks_ACC,run1FearBlocks_RT,run1FearBlocks_ACC,run1NeutBlocks_RT,run1NeutBlocks_ACC,run1PlaceBlocks_RT,run1PlaceBlocks_ACC,run1Happy0back_RT,run1Happy0back_ACC,run1Fear0back_RT,run1Fear0back_ACC,run1Neut0back_RT,run1Neut0back_ACC,run1Place0back_RT,run1Place0back_ACC,run1Happy2back_RT,run1Happy2back_ACC,run1Fear2back_RT,run1Fear2back_ACC,run1Neut2back_RT,run1Neut2back_ACC,run1Place2back_RT,run1Place2back_ACC,run2Overall_RT,run2Overall_ACC,run2HappyBlocks_RT,run2HappyBlocks_ACC,run2FearBlocks_RT,run2FearBlocks_ACC,run2NeutBlocks_RT,run2NeutBlocks_ACC,run2PlaceBlocks_RT,run2PlaceBlocks_ACC,run2Happy0back_RT,run2Happy0back_ACC,run2Fear0back_RT,run2Fear0back_ACC,run2Neut0back_RT,run2Neut0back_ACC,run2Place0back_RT,run2Place0back_ACC,run2Happy2back_RT,run2Happy2back_ACC,run2Fear2back_RT,run2Fear2back_ACC,run2Neut2back_RT,run2Neut2back_ACC,run2Place2back_RT,run2Place2back_ACC,Nonlure_ACC,Lure_ACC,Target_ACC,HappyTargetHR,HappyLureFA,HappyNonlureFA,FearTargetHR,FearLureFA,FearNonlureFA,NeutTargetHR,NeutLureFA,NeutNonlureFA,PlaceTargetHR,PlaceLureFA,PlaceNonlureFA
Emo_Nback_20160913,UTAH,MUWA98AY,4,898.961,0.8,931.655,0.725,904.912,0.85,944.222,0.9,803.103,0.725,850.855,0.775,865.429,0.7,792.176,0.85,890.176,0.85,859.786,0.7,944.152,0.825,993.467,0.75,1017.647,0.85,992.579,0.95,750.2,0.75,871.569,0.812,1002.733,0.75,790.222,0.9,874.706,0.85,834.467,0.75,1026,0.6,657.889,0.9,625.857,0.7,969,0.7,987.222,0.9,922.556,0.9,1048.9,1,716.75,0.8,927.222,0.787,855.5,0.7,1033.938,0.8,1006.421,0.95,769.5,0.7,745,0.8,943.25,0.8,1075.2,1,750.571,0.7,1002.833,0.6,1124.625,0.8,930,0.9,788.429,0.7,0.913,0.781,0.531,0.5,0.6,0.864,0.625,0.8,0.955,0.75,0.9,0.955,0.25,0.8,0.864
Emo_Nback_20160913,UTAH,PF0N5FWX,1,719.732,0.887,650.088,0.85,716.829,0.875,709.974,0.975,803.559,0.85,684.554,0.925,631.167,0.9,692.944,0.9,650.35,1,767.556,0.9,758.015,0.85,671.375,0.8,742.118,0.85,772.737,0.95,844.062,0.8,698.329,0.875,638.867,0.75,774.647,0.85,648.65,1,731,0.9,599.333,0.9,710.375,0.8,561.5,1,722.9,1,698.167,0.6,831.778,0.9,735.8,1,741.125,0.8,740.542,0.9,658.947,0.95,662.222,0.9,774.526,0.95,885.188,0.8,663,0.9,679,1,739.2,1,823.375,0.8,655.3,1,641.25,0.8,813.778,0.9,947,0.8,1,0.844,0.625,0.5,0.8,1,0.75,0.7,1,0.875,1,1,0.375,1,0.955
Emo_Nback_20160913,UTAH,R5TTP09Z,2,891.534,0.819,858.656,0.8,950.5,0.9,843.939,0.825,908.2,0.75,843.627,0.838,746.312,0.8,949.632,0.95,758.733,0.75,891.647,0.85,941.688,0.8,971,0.8,951.471,0.85,914.944,0.9,929.846,0.65,910.913,0.863,926.421,0.95,948.333,0.9,905.737,0.95,844,0.65,725.333,0.9,956.5,1,786.2,1,833.571,0.7,1107.4,1,938.125,0.8,1038.556,0.9,856.167,0.6,869.968,0.775,759.615,0.65,952.667,0.9,760.071,0.7,957.294,0.85,773.286,0.7,942,0.9,703.8,0.5,932.3,1,743.667,0.6,963.333,0.9,791.333,0.9,993,0.7,0.891,0.812,0.625,0.375,0.8,0.955,0.75,0.9,0.955,0.875,0.8,0.818,0.5,0.7,0.864
Emo_Nback_20160913,UTAH,RUVFBX1L,1,1142.398,0.8,1191.618,0.85,1094.25,0.8,1073.469,0.8,1211.5,0.75,1056,0.912,1186.889,0.9,968.778,0.9,960.222,0.9,1105.368,0.95,1257.073,0.688,1196.938,0.8,1255.571,0.7,1219.071,0.7,1394.818,0.55,1203.613,0.775,1161.533,0.75,1042.733,0.75,1240.25,0.8,1357.25,0.8,1182.778,0.9,863.5,0.8,1158.125,0.8,1303.444,0.9,1129.667,0.6,1247.571,0.7,1322.375,0.8,1426.429,0.7,1084.894,0.825,1215.368,0.95,1139.706,0.85,906.688,0.8,1044.929,0.7,1191,0.9,1053,1,801.9,1,927.1,1,1237.3,1,1263.571,0.7,1081.333,0.6,1339.5,0.4,0.848,0.875,0.656,0.75,0.8,0.909,0.625,0.7,0.909,0.625,0.7,0.909,0.625,0.8,0.773
Emo_Nback_20160913,UTAH,TVHVBTRE,3,1039.708,0.9,958.237,0.95,998.829,0.875,1012.778,0.9,1196.743,0.875,952.707,0.938,881.25,1,996.222,0.9,906.111,0.9,1030.842,0.95,1134.275,0.863,1043.778,0.9,1001.588,0.85,1119.444,0.9,1393.75,0.8,1034.794,0.85,937,0.95,1030.889,0.9,1075.688,0.8,1119.733,0.75,858.3,1,1030.111,0.9,931.625,0.8,1026.889,0.9,1024.444,0.9,1031.667,0.9,1219.75,0.8,1259,0.6,1044.105,0.95,979.474,0.95,964.882,0.85,962.45,1,1254.5,1,904.2,1,962.333,0.9,885.7,1,1034.4,1,1063.111,0.9,967.75,0.8,1039.2,1,1474.6,1,0.913,0.688,0.969,1,0.8,1,1,0.7,0.909,0.875,0.8,0.955,1,0.8,0.864
Emo_Nback_20160830,UTAH,U62X1GAH,3,1018.192,0.75,1089.625,0.8,947.788,0.825,951.444,0.675,1083.893,0.7,992.738,0.812,1049.294,0.85,950.737,0.95,854.467,0.75,1129.214,0.7,1048.273,0.688,1135.333,0.75,943.786,0.7,1072.667,0.6,1038.571,0.7,1015.82,0.762,1221.6,0.75,977.353,0.85,844.75,0.6,993.471,0.85,1400.143,0.7,1090.333,0.9,648.857,0.7,1002.889,0.9,1065.375,0.8,850.25,0.8,1119,0.5,982.875,0.8,1020.644,0.738,973.176,0.85,916.375,0.8,1036.8,0.75,1223.636,0.55,803.7,1,825.1,1,1034.375,0.8,1356.6,0.5,1215.286,0.7,1068.5,0.6,1039.571,0.7,1112.833,0.6,0.783,0.656,0.625,0.75,0.8,0.818,0.625,0.8,0.909,0.625,0.4,0.818,0.5,0.6,0.818
Emo_Nback_20160913,UTAH,UDUKRV36,4,707.96,0.944,764.054,0.925,674.139,0.9,662.725,1,733,0.95,651.908,0.95,655.789,0.95,626.941,0.85,623.6,1,697.75,1,764.76,0.938,878.333,0.9,716.368,0.95,701.85,1,772.167,0.9,753.513,0.95,809.111,0.9,702.789,0.95,685.95,1,822.684,0.95,689.111,0.9,620.8,1,633,1,789.2,1,929.111,0.9,793.889,0.9,738.9,1,859.889,0.9,661.8,0.938,721.368,0.95,642.118,0.85,639.5,1,643.316,0.95,625.8,1,635.714,0.7,614.2,1,606.3,1,827.556,0.9,646.6,1,664.8,1,684.444,0.9,0.978,0.906,0.969,1,1,0.864,0.875,0.9,0.909,1,1,1,1,0.8,1
Emo_Nback_20160913,UTAH,UN2A7AA5,1,1053.263,0.856,1054.25,0.9,1000.629,0.875,1030.229,0.875,1137.548,0.775,959.878,0.925,984.6,1,895.556,0.9,891.737,0.95,1075.059,0.85,1162.952,0.787,1141.312,0.8,1111.882,0.85,1194.688,0.8,1213.429,0.7,1090.606,0.887,1066.389,0.9,1053.529,0.85,1126.556,0.9,1113.889,0.9,1029.3,1,919.75,0.8,952.778,0.9,1084.8,1,1112.75,0.8,1172.444,0.9,1300.333,0.9,1150.25,0.8,1013.091,0.825,1042.111,0.9,950.667,0.9,928.235,0.85,1170.308,0.65,939.9,1,876.2,1,836.8,1,1061.143,0.7,1169.875,0.8,1043.75,0.8,1058.857,0.7,1297.667,0.6,0.935,0.812,0.75,0.875,0.8,0.955,0.625,0.8,1,1,0.8,0.864,0.5,0.8,0.864
Emo_Nback_20160913,UTAH,UP3WUX7T,3,865.508,0.812,927.848,0.825,851.212,0.825,795.645,0.775,883.091,0.825,812.838,0.925,859.105,0.95,808.944,0.9,802.056,0.9,780.474,0.95,935.107,0.7,1021.143,0.7,901.933,0.75,786.769,0.65,1022.357,0.7,877.627,0.838,959.176,0.85,918.611,0.9,782.438,0.8,840.062,0.8,885.444,0.9,870.667,0.9,820.556,0.9,744.1,1,1042.125,0.8,966.556,0.9,733.429,0.7,1000,0.6,852.619,0.787,894.562,0.8,770.333,0.75,809.733,0.75,923.588,0.85,835.4,1,747.222,0.9,783.556,0.9,820.889,0.9,993.167,0.6,805,0.6,849,0.6,1039.125,0.8,0.957,0.781,0.469,0.5,0.7,1,0.5,0.8,0.955,0.375,0.8,0.909,0.5,1,0.864
Emo_Nback_20160913,UTAH,V2J19CN2,1,1030.38,0.806,931.219,0.8,1030.129,0.775,1069.571,0.875,1088.742,0.775,942.943,0.875,848.105,0.95,971.062,0.8,1036.211,0.95,916.688,0.8,1134.119,0.738,1052.692,0.65,1093.133,0.75,1109.188,0.8,1272.267,0.75,1045.719,0.8,888.214,0.7,903.286,0.7,1217.389,0.9,1107.333,0.9,891.667,0.9,614.833,0.6,1213.222,0.9,967.7,1,882,0.5,1119.625,0.8,1221.556,0.9,1281.875,0.8,1015.277,0.812,964.667,0.9,1134.588,0.85,913.059,0.85,1063,0.65,808.9,1,1184.8,1,876.9,1,831.667,0.6,1159.375,0.8,1062.857,0.7,964.714,0.7,1261.286,0.7,0.913,0.812,0.562,0.5,0.8,0.909,0.75,0.4,0.955,0.625,0.9,0.955,0.375,0.9,0.864
Emo_Nback_20160913,UTAH,VGNCVUXB,2,992.386,0.875,944.405,0.925,999.382,0.85,945.722,0.9,1089.879,0.825,909.486,0.9,832.053,0.95,996,0.8,725.4,1,1131.176,0.85,1080.162,0.85,1063,0.9,1002.389,0.9,1221.125,0.8,1046,0.8,1009.576,0.825,946.059,0.85,1190.812,0.8,1055.062,0.8,859.706,0.85,874.889,0.9,1305.571,0.7,845.8,1,878,0.9,1026.125,0.8,1101.556,0.9,1403.833,0.6,839.125,0.8,977.054,0.925,943,1,829.222,0.9,858.25,1,1334.438,0.8,793.5,1,755.222,0.9,605,1,1416,0.8,1092.5,1,903.222,0.9,1111.5,1,1252.875,0.8,0.978,0.938,0.719,0.75,0.9,1,0.5,0.9,0.955,0.875,0.8,0.955,0.75,0.8,0.864
Emo_Nback_20160913,UTAH,VR8GJJYB,1,1104.071,0.7,1096.615,0.65,1079.781,0.8,1083.444,0.675,1160.667,0.675,1085.72,0.625,953.417,0.6,1108.8,0.75,1084,0.5,1182.538,0.65,1118.871,0.775,1219.357,0.7,1054.176,0.85,1083.118,0.85,1140.357,0.7,1119.642,0.662,1168.75,0.6,1091.8,0.75,1037.667,0.6,1177.643,0.7,1057.333,0.6,1062,0.6,1026.75,0.4,1285.833,0.6,1280.167,0.6,1111.667,0.9,1043.125,0.8,1096.5,0.8,1090.085,0.738,1034.786,0.7,1069.176,0.85,1120.067,0.75,1142.385,0.65,849.5,0.6,1140,0.9,1122.167,0.6,1094,0.7,1173.75,0.8,989.5,0.8,1118.667,0.9,1198.833,0.6,0.891,0.656,0.375,0.5,0.6,0.727,0.5,0.7,0.955,0.5,0.5,0.818,0,0.7,0.909
Emo_Nback_20160913,UTAH,VX605DH1,1,1100.411,0.806,1034.765,0.85,1100.375,0.8,1061.086,0.875,1229.321,0.7,978.362,0.863,1002.85,1,986.812,0.8,957.667,0.9,961.533,0.75,1240.767,0.75,1080.357,0.7,1213.938,0.8,1170.588,0.85,1538.308,0.65,1145.892,0.812,1074.412,0.85,1178.812,0.8,1159.375,0.8,1175.438,0.8,1008.8,1,1146.286,0.7,1031.75,0.8,929.667,0.9,1168.143,0.7,1204.111,0.9,1287,0.8,1491.429,0.7,1054.219,0.8,995.118,0.85,1021.938,0.8,978.316,0.95,1301.167,0.6,996.9,1,862.778,0.9,898.4,1,1009.333,0.6,992.571,0.7,1226.571,0.7,1067.111,0.9,1593,0.6,0.891,0.812,0.656,0.75,0.7,0.955,0.625,0.7,0.909,0.875,0.8,0.909,0.375,0.7,0.818
Emo_Nback_20160913,UTAH,W2L5FYC0,3,1183.838,0.812,1151.867,0.75,1212,0.775,1152.088,0.85,1217.143,0.875,1152.066,0.762,995.933,0.75,1355.083,0.6,1031.824,0.85,1266.765,0.85,1211.928,0.863,1307.8,0.75,1121.632,0.95,1272.353,0.85,1170.278,0.9,1290.776,0.725,1347.5,0.7,1426.429,0.7,1223.5,0.7,1181.312,0.8,1216,0.5,1472.75,0.4,904.714,0.7,1296.286,0.7,1420.556,0.9,1407.9,1,1542.286,0.7,1091.889,0.9,1097.694,0.9,980.688,0.8,1035.412,0.85,1102.1,1,1247.316,0.95,885.9,1,1296.25,0.8,1120.8,1,1246.1,1,1138.667,0.6,803.556,0.9,1083.4,1,1248.667,0.9,0.978,0.875,0.5,0.5,0.7,0.864,0.5,0.8,0.864,0.5,0.8,1,0.5,0.9,1
Emo_Nback_20160830,UTAH,WMETUT1U,2,1037.74,0.794,741.71,0.775,1209.286,0.875,1067.594,0.8,1114.207,0.725,964.529,0.85,563.059,0.85,1231.158,0.95,986.353,0.85,1057.067,0.75,1122.119,0.738,958.643,0.7,1183.312,0.8,1159.667,0.75,1175.429,0.7,1097.239,0.838,953.562,0.8,1129.824,0.85,1087.824,0.85,1209.294,0.85,714.333,0.9,1113.556,0.9,1020,1,1223.2,1,1261.143,0.7,1148.125,0.8,1184.714,0.7,1189.429,0.7,971.3,0.75,515.733,0.75,1284.333,0.9,1044.667,0.75,979.5,0.6,392.875,0.8,1337,1,938.286,0.7,724.8,0.5,656.143,0.7,1218.5,0.8,1137.75,0.8,1161.429,0.7,0.891,0.875,0.625,0.75,0.7,0.818,0.625,0.9,0.955,0.625,0.7,0.909,0.5,0.8,0.773
Emo_Nback_20160913,UTAH,WPJ3383P,3,1110.979,0.912,1065.447,0.95,1147.472,0.9,1103.833,0.9,1129.694,0.9,924.216,0.925,864.3,1,1028.529,0.85,907.833,0.9,909.474,0.95,1302.931,0.9,1288.944,0.9,1253.895,0.95,1299.833,0.9,1375.824,0.85,1170.722,0.9,1109.75,1,1146.176,0.85,1201.882,0.85,1232.222,0.9,764,1,1078.375,0.8,935.625,0.8,965.444,0.9,1455.5,1,1206.444,0.9,1438.556,0.9,1499,0.9,1052.851,0.925,1016.222,0.9,1148.632,0.95,1016.105,0.95,1027.167,0.9,964.6,1,984.222,0.9,885.6,1,859.1,1,1080.75,0.8,1296.6,1,1161.111,0.9,1237.25,0.8,0.978,0.812,0.719,0.875,0.9,1,0.625,0.9,1,0.625,1,0.955,0.75,0.9,0.955
Emo_Nback_20160913,UTAH,XL4UCXMM,3,937.037,0.844,947.114,0.875,828.606,0.825,857,0.85,1117.242,0.825,872.133,0.938,848.421,0.95,791.667,0.9,800.167,0.9,1031.85,1,1018.167,0.75,1064.312,0.8,872.933,0.75,920.938,0.8,1248.615,0.65,1011.594,0.863,1118.062,0.8,849.556,0.9,859.941,0.85,1222.222,0.9,1049.111,0.9,765.556,0.9,736,0.9,1183.4,1,1206.714,0.7,933.556,0.9,999.375,0.8,1270.75,0.8,859.091,0.825,803.158,0.95,803.467,0.75,854.059,0.85,991.267,0.75,667.8,1,817.778,0.9,864.333,0.9,880.3,1,953.556,0.9,782,0.6,842.5,0.8,1213.2,0.5,0.978,0.781,0.719,0.75,0.8,0.955,0.625,0.6,1,0.625,0.7,1,0.875,0.7,0.864
Emo_Nback_20160913,UTAH,Y03DJ9M0,1,808.073,0.944,812.211,0.95,758.684,0.95,754.667,0.975,913.694,0.9,730.645,0.95,669.5,1,692.421,0.95,665.95,1,921.412,0.85,886.533,0.938,970.778,0.9,824.947,0.95,848.053,0.95,906.789,0.95,868.92,0.938,896.5,0.9,764.684,0.95,845.158,0.95,970.789,0.95,704.3,1,666.3,1,714.2,1,1010.8,1,1136.75,0.8,874,0.9,990.667,0.9,926.333,0.9,748.026,0.95,736.35,1,752.684,0.95,668.7,1,849.882,0.85,634.7,1,721.444,0.9,617.7,1,793.714,0.7,838,1,780.8,1,719.7,1,889.2,1,1,0.969,0.844,0.875,0.9,1,0.875,0.9,1,1,0.9,1,0.625,0.9,1
Emo_Nback_20160913,UTAH,YLNRHT83,2,1035.4,0.844,979.971,0.875,1064.515,0.825,1036.265,0.85,1064.182,0.825,884.348,0.863,842,0.8,939.5,0.9,791.167,0.9,964.471,0.85,1193.318,0.825,1096.158,0.95,1214.533,0.75,1312,0.8,1170.125,0.8,1094.206,0.85,947.722,0.9,1170.438,0.8,1125.312,0.8,1145.278,0.9,847.444,0.9,1098.333,0.9,783.333,0.9,1136,1,1048,0.9,1263.143,0.7,1565,0.7,1156.875,0.8,975.716,0.838,1014.118,0.85,964.824,0.85,957.111,0.9,966.867,0.75,835,0.7,780.667,0.9,799,0.9,719.429,0.7,1139.5,1,1172,0.8,1115.222,0.9,1183.375,0.8,0.935,0.812,0.594,0.625,0.8,1,0.625,0.7,0.955,0.625,0.8,0.955,0.5,0.9,0.909
Emo_Nback_20160913,UTAH,YPJK6AC5,2,1017.383,0.881,1099.059,0.85,959.579,0.95,940.765,0.85,1075.229,0.875,911.325,0.963,906.167,0.9,838.55,1,890.7,1,1014.526,0.95,1144.984,0.8,1316.062,0.8,1094.056,0.9,1012.286,0.7,1147.312,0.8,1097.722,0.9,1139.889,0.9,1081.842,0.95,968.312,0.8,1182.632,0.95,846,0.9,892.8,1,922.6,1,1120.889,0.9,1433.778,0.9,1291.889,0.9,1044.5,0.6,1238.2,1,933.551,0.863,1053.125,0.8,837.316,0.95,916.278,0.9,947.688,0.8,966.333,0.9,784.3,1,858.8,1,918.8,1,1164.714,0.7,896.222,0.9,988.125,0.8,995.833,0.6,0.913,0.812,0.781,0.625,0.8,0.955,0.875,1,0.955,0.75,0.8,0.909,0.875,0.8,0.909
Emo_Nback_20160913,UTAH,YTX6A82H,4,1038.54,0.787,875.871,0.775,1089.548,0.775,1049.571,0.875,1144.586,0.725,969.203,0.8,694.857,0.7,999.333,0.75,1034.474,0.95,1103.5,0.8,1110.113,0.775,1024.941,0.85,1174.125,0.8,1067.5,0.8,1195.154,0.65,1059.542,0.738,834.692,0.65,1085.471,0.85,1037.778,0.9,1320.818,0.55,756.4,0.5,1016.778,0.9,1087.4,1,1311.5,0.6,883.625,0.8,1162.75,0.8,975.75,0.8,1332,0.5,1020.045,0.838,905.611,0.9,1094.5,0.7,1062.059,0.85,1036.889,0.9,660.667,0.9,973.167,0.6,975.667,0.9,978.7,1,1150.556,0.9,1185.5,0.8,1159.25,0.8,1109.625,0.8,0.957,0.594,0.812,0.75,0.4,0.955,0.75,0.4,0.955,0.875,0.7,0.955,0.875,0.5,0.773
Emo_Nback_20160913,UVM,2,1,1041.869,0.856,1006.147,0.85,1058,0.9,998.405,0.925,1116.6,0.75,1027.384,0.912,1046.118,0.85,1143.737,0.95,929.4,1,993.882,0.85,1058.391,0.8,966.176,0.85,962.176,0.85,1079.588,0.85,1277.077,0.65,1046.743,0.925,968.059,0.85,1061.889,0.9,1004,1,1147.789,0.95,1080.111,0.9,1107,1,973.7,1,952,1,842,0.8,1005.5,0.8,1034.3,1,1365.333,0.9,1036.143,0.787,1044.235,0.85,1054.111,0.9,991.824,0.85,1062.727,0.55,1007.875,0.8,1184.556,0.9,885.1,1,1053.714,0.7,1076.556,0.9,923.667,0.9,1144.286,0.7,1078.5,0.4,0.87,0.719,0.875,0.75,0.6,1,1,0.8,0.909,1,0.9,0.909,0.75,0.8,0.727
Emo_Nback_20160913,UVM,5GZ1,1,979.887,0.775,1021.188,0.8,915.944,0.9,860.63,0.675,1124.724,0.725,925.873,0.787,1001.375,0.8,923.842,0.95,726.875,0.8,1093.75,0.6,1035.672,0.762,1041,0.8,907.118,0.85,1055.182,0.55,1146.588,0.85,969.418,0.838,1002.941,0.85,884.765,0.85,886.167,0.9,1127.267,0.75,945.111,0.9,867.333,0.9,791.8,1,1053.833,0.6,1068,0.8,904.375,0.8,1004.125,0.8,1176.222,0.9,992.193,0.713,1041.867,0.75,943.842,0.95,809.556,0.45,1122,0.7,1073.714,0.7,974.7,1,618.667,0.6,1133.667,0.6,1014,0.8,909.556,0.9,1191.333,0.3,1113.25,0.8,0.783,0.438,0.75,0.875,0.7,0.818,1,0.6,1,0.625,0.7,0.682,0.5,0.8,0.773
Emo_Nback_20160913,UVM,PXAP,2,859.887,0.887,837.056,0.9,844.528,0.9,897.583,0.9,860.412,0.85,755.746,0.887,756.833,0.9,685.778,0.9,741.167,0.9,844.118,0.85,964.028,0.887,917.278,0.9,1003.278,0.9,1054,0.9,876.706,0.85,882.783,0.863,839.588,0.85,829.263,0.95,946.294,0.85,924.75,0.8,778.444,0.9,673.6,1,778,0.9,905.286,0.7,908.375,0.8,1002.222,0.9,1135.625,0.8,939.889,0.9,838.247,0.912,834.789,0.95,861.588,0.85,854,0.95,803.222,0.9,735.222,0.9,701,0.8,704.333,0.9,801.3,1,924.4,1,1004.333,0.9,988.7,1,805.625,0.8,0.848,0.906,0.844,1,0.9,0.864,0.75,0.9,0.955,0.875,0.9,0.909,0.75,0.9,0.864
Emo_Nback_20160913,UVM,UFF1,3,947.048,0.519,963.696,0.575,898.913,0.575,969.611,0.45,963.789,0.475,965.021,0.588,925.867,0.75,943.812,0.8,943.1,0.5,1156,0.3,923.583,0.45,1034.625,0.4,796.286,0.35,1002.75,0.4,875.077,0.65,958.511,0.588,968.867,0.75,874.8,0.75,1020.333,0.3,1024.818,0.55,893.714,0.7,943.5,0.8,887.5,0.4,1296.8,0.5,1034.625,0.8,796.286,0.7,1286,0.2,798.167,0.6,932.083,0.45,954,0.4,944.125,0.4,944.25,0.6,879.875,0.4,954,0.8,944.125,0.8,980.167,0.6,452,0.1, NaN,0, NaN,0,908.333,0.6,941,0.7,0.696,0.406,0.219,0.25,0.7,0.636,0.375,0.7,0.591,0,0.6,0.545,0.25,0.2,0.682
Emo_Nback_20160913,UVM,1,4,961.818,0.825,983.639,0.9,880.161,0.775,936.097,0.775,1036.618,0.85,902.923,0.812,949.722,0.9,746.867,0.75,910.733,0.75,984.176,0.85,1018.955,0.838,1017.556,0.9,1005.125,0.8,959.875,0.8,1089.059,0.85,964.091,0.825,1109.111,0.9,865.188,0.8,888.133,0.75,970.647,0.85,1102.6,1,692.625,0.8,853.857,0.7,785.4,1,1117.25,0.8,1037.75,0.8,918.125,0.8,1235.286,0.7,959.545,0.825,858.167,0.9,896.133,0.75,981.062,0.8,1102.588,0.85,758.625,0.8,808.857,0.7,960.5,0.8,1268.143,0.7,937.8,1,972.5,0.8,1001.625,0.8,986.7,1,0.891,0.906,0.719,0.875,0.9,0.909,0.625,0.9,0.773,0.625,0.7,0.864,0.75,0.9,0.864
Emo_Nback_20160913,UVM,7,4,835.482,0.856,799.516,0.775,776.778,0.9,837.595,0.925,930.939,0.825,785.544,0.85,777.438,0.8,728.312,0.8,761.722,0.9,867.444,0.9,884.696,0.863,823.067,0.75,815.55,1,909.474,0.95,1007.133,0.75,892.557,0.875,906.25,0.8,778.6,1,911.222,0.9,1000.312,0.8,864,0.8,755.4,1,795.889,0.9,843.2,1,948.5,0.8,801.8,1,1026.556,0.9,1262.167,0.6,775.851,0.838,685.667,0.75,774.5,0.8,767.842,0.95,865.647,0.85,690.875,0.8,683.167,0.6,727.556,0.9,897.75,0.8,679.714,0.7,829.3,1,804.1,1,837.111,0.9,0.891,0.875,0.844,0.625,0.9,0.773,0.875,0.9,0.909,0.875,1,0.909,1,0.8,0.773
Emo_Nback_20160913,UVM,5MHU,1,968.111,0.787,913.688,0.8,855.743,0.875,1006.067,0.75,1124.517,0.725,865.971,0.85,849.067,0.75,790.158,0.95,887.312,0.8,941.111,0.9,1087.862,0.725,970.706,0.85,933.625,0.8,1141.786,0.7,1424.636,0.55,937.134,0.838,866.647,0.85,891.611,0.9,1018.5,0.9,976.643,0.7,835.778,0.9,794.4,1,978.889,0.9,800.6,1,901.375,0.8,1013.125,0.8,1058.111,0.9,1416.75,0.4,1003.288,0.738,967,0.75,817.765,0.85,987.417,0.6,1262.533,0.75,869,0.6,785.444,0.9,769.571,0.7,1116.75,0.8,1032.333,0.9,854.125,0.8,1292.4,0.5,1429.143,0.7,0.804,0.719,0.75,0.625,0.7,0.909,0.875,0.8,0.909,0.75,0.9,0.682,0.75,0.7,0.727
