ExperimentName,Site,NDARGUID,Version,Overall_RT,Overall_ACC,HappyBlocks_RT,HappyBlocks_ACC,FearBlocks_RT,FearBlocks_ACC,NeutBlocks_RT,NeutBlocks_ACC,PlaceBlocks_RT,PlaceBlocks_ACC,Overall0back_RT,Overall0back_ACC,Happy0back_RT,Happy0back_ACC,Fear0back_RT,Fear0back_ACC,Neut0back_RT,Neut0back_ACC,Place0back_RT,Place0back_ACC,Overall2back_RT,Overall2back_ACC,Happy2back_RT,Happy2back_ACC,Fear2back_RT,Fear2back_ACC,Neut2back_RT,Neut2back_ACC,Place2back_RT,Place2back_ACC,run1Overall_RT,run1Overall_ACC,run1HappyBlocks_RT,run1HappyBlocks_ACC,run1FearBlocks_RT,run1FearBlocks_ACC,run1NeutBlocks_RT,run1NeutBlocks_ACC,run1PlaceBlocks_RT,run1PlaceBlocks_ACC,run1Happy0back_RT,run1Happy0back_ACC,run1Fear0back_RT,run1Fear0back_ACC,run1Neut0back_RT,run1Neut0back_ACC,run1Place0back_RT,run1Place0back_ACC,run1Happy2back_RT,run1Happy2back_ACC,run1Fear2back_RT,run1Fear2back_ACC,run1Neut2back_RT,run1Neut2back_ACC,run1Place2back_RT,run1Place2back_ACC,run2Overall_RT,run2Overall_ACC,run2HappyBlocks_RT,run2HappyBlocks_ACC,run2FearBlocks_RT,run2FearBlocks_ACC,run2NeutBlocks_RT,run2NeutBlocks_ACC,run2PlaceBlocks_RT,run2PlaceBlocks_ACC,run2Happy0back_RT,run2Happy0back_ACC,run2Fear0back_RT,run2Fear0back_ACC,run2Neut0back_RT,run2Neut0back_ACC,run2Place0back_RT,run2Place0back_ACC,run2Happy2back_RT,run2Happy2back_ACC,run2Fear2back_RT,run2Fear2back_ACC,run2Neut2back_RT,run2Neut2back_ACC,run2Place2back_RT,run2Place2back_ACC,Nonlure_ACC,Lure_ACC,Target_ACC,HappyTargetHR,HappyLureFA,HappyNonlureFA,FearTargetHR,FearLureFA,FearNonlureFA,NeutTargetHR,NeutLureFA,NeutNonlureFA,PlaceTargetHR,PlaceLureFA,PlaceNonlureFA
Emo_Nback_20160913,UVM,RBUG,1,803.473,0.912,786.361,0.9,774.132,0.95,773.351,0.925,884.771,0.875,703.973,0.938,694.053,0.95,656.579,0.95,700.947,0.95,767.667,0.9,908.577,0.887,889.529,0.85,891.684,0.95,849.778,0.9,1008.765,0.85,785.957,0.875,762.062,0.8,744.55,1,757.278,0.9,893.875,0.8,698.222,0.9,655.3,1,737.667,0.9,729,0.8,844.143,0.7,833.8,1,776.889,0.9,1058.75,0.8,819.605,0.95,805.8,1,807,0.9,788.579,0.95,877.105,0.95,690.3,1,658,0.9,667.9,1,798.6,1,921.3,1,956,0.9,922.667,0.9,964.333,0.9,0.935,0.875,0.844,0.875,0.8,0.955,0.875,0.9,1,0.875,0.9,0.955,0.75,1,0.864
Emo_Nback_20160913,UVM,AR95,3,1056.05,0.869,1006.571,0.875,1121.121,0.825,1005.583,0.9,1096.086,0.875,924.195,0.963,858.5,1,981.176,0.85,886.25,1,979.4,1,1219.806,0.775,1204,0.75,1269.812,0.8,1154.75,0.8,1251.667,0.75,1132.186,0.875,1083.118,0.85,1151.471,0.85,1135.588,0.85,1155.789,0.95,930.4,1,999.375,0.8,991.7,1,1028.9,1,1301.286,0.7,1286.667,0.9,1341.143,0.7,1296.778,0.9,978.812,0.863,934.278,0.9,1088.875,0.8,889.263,0.95,1025.188,0.8,786.6,1,965,0.9,780.8,1,929.9,1,1118.875,0.8,1248.143,0.7,1009.778,0.9,1184,0.6,0.935,0.906,0.812,0.75,0.9,0.909,0.75,0.6,0.955,0.875,0.8,0.955,0.875,0.9,0.864
Emo_Nback_20160913,UVM,N5H6,1,884.387,0.887,900.472,0.9,861.722,0.9,854.059,0.85,919.611,0.9,872.929,0.875,934.611,0.9,869.389,0.9,828.294,0.85,856,0.85,895.528,0.9,866.333,0.9,854.056,0.9,879.824,0.85,976.526,0.95,910.247,0.912,958.632,0.95,852.789,0.95,882.2,0.75,939.9,1,1006.8,1,838.444,0.9,893.25,0.8,905.1,1,905.111,0.9,865.7,1,869.571,0.7,974.7,1,857.029,0.863,835.471,0.85,871.706,0.85,831.842,0.95,894.25,0.8,844.375,0.8,900.333,0.9,770.556,0.9,785.857,0.7,827.556,0.9,839.5,0.8,887,1,978.556,0.9,0.913,0.844,0.844,1,0.9,0.864,0.75,1,0.909,0.875,0.8,0.864,0.75,0.9,0.955
Emo_Nback_20160913,UVM,VJY1,1,994.921,0.794,1042.03,0.825,975.29,0.775,908.941,0.85,1063.103,0.725,883.25,0.85,927.824,0.85,801.733,0.75,861.444,0.9,930.889,0.9,1123.627,0.738,1163.375,0.8,1138,0.8,962.375,0.8,1279.455,0.55,1005.045,0.825,1001.5,0.9,1062.938,0.8,967.722,0.9,991.429,0.7,877.444,0.9,795.857,0.7,865.1,1,864.3,1,1125.556,0.9,1270.667,0.9,1096,0.8,1309.25,0.4,983.967,0.762,1090.667,0.75,881.8,0.75,842.812,0.8,1130,0.75,984.5,0.8,806.875,0.8,856.875,0.8,1014.125,0.8,1212,0.7,967.429,0.7,828.75,0.8,1262.429,0.7,0.913,0.969,0.625,0.75,0.8,0.864,0.375,0.9,0.864,0.875,0.6,0.955,0.5,0.9,0.727
Emo_Nback_20160830,VCU,9BPV6EYL,1,975.986,0.912,979.412,0.85,965.125,1,956.921,0.95,1006.647,0.85,885.181,0.9,884.062,0.8,945.1,1,824.056,0.9,880.722,0.9,1064.338,0.925,1064.167,0.9,985.15,1,1076.5,1,1148.312,0.8,986.346,0.975,948.45,1,1032.05,1,964.6,1,1001.833,0.9,829.6,1,972.6,1,840.6,1,891.7,1,1067.3,1,1091.5,1,1088.6,1,1139.5,0.8,964.103,0.85,1023.643,0.7,898.2,1,948.389,0.9,1012.062,0.8,974.833,0.6,917.6,1,803.375,0.8,867,0.8,1060.25,0.8,878.8,1,1064.4,1,1157.125,0.8,0.978,0.969,0.781,0.5,0.9,0.955,1,1,1,0.875,0.9,1,0.75,0.8,0.909
Emo_Nback_20160913,WUSTL,24LWV4C5,2,817.437,0.887,732.684,0.95,774,0.925,904.441,0.85,874.091,0.825,728.449,0.975,633.15,1,689.3,1,774.556,0.9,821.4,1,925.891,0.8,843.278,0.9,873.647,0.85,1050.562,0.8,955.154,0.65,797.904,0.912,800.158,0.95,714.737,0.95,811.444,0.9,874,0.85,667.7,1,644.9,1,644.8,1,848.5,1,947.333,0.9,792.333,0.9,1019.75,0.8,910.429,0.7,838.101,0.863,665.211,0.95,836.556,0.9,1009.062,0.8,874.188,0.8,598.6,1,733.7,1,936.75,0.8,794.3,1,739.222,0.9,965.125,0.8,1081.375,0.8,1007.333,0.6,0.957,0.812,0.906,1,0.8,1,1,0.7,1,0.75,0.8,0.909,0.875,0.8,0.818
Emo_Nback_20160913,WUSTL,2DPX8P1Y,1,824.066,0.85,884.167,0.9,749.829,0.875,800.824,0.85,863.581,0.775,795.696,0.863,817.684,0.95,719.706,0.85,778.167,0.9,875,0.75,853.284,0.838,958.471,0.85,778.278,0.9,826.312,0.8,852.875,0.8,785.265,0.85,786,0.8,742.529,0.85,740.944,0.9,874.235,0.85,693.778,0.9,717.889,0.9,834.125,0.8,954.625,0.8,904.571,0.7,770.25,0.8,666.4,1,802.778,0.9,862.868,0.85,962.7,1,756.722,0.9,868.188,0.8,850.643,0.7,929.2,1,721.75,0.8,733.4,1,784,0.7,996.2,1,784.7,1,1092.833,0.6,917.286,0.7,0.891,0.812,0.625,1,0.9,0.864,0.5,0.9,1,0.625,1,0.864,0.375,0.7,0.955
Emo_Nback_20160913,WUSTL,24LWV4C5,2,817.437,0.887,732.684,0.95,774,0.925,904.441,0.85,874.091,0.825,728.449,0.975,633.15,1,689.3,1,774.556,0.9,821.4,1,925.891,0.8,843.278,0.9,873.647,0.85,1050.562,0.8,955.154,0.65,797.904,0.912,800.158,0.95,714.737,0.95,811.444,0.9,874,0.85,667.7,1,644.9,1,644.8,1,848.5,1,947.333,0.9,792.333,0.9,1019.75,0.8,910.429,0.7,838.101,0.863,665.211,0.95,836.556,0.9,1009.062,0.8,874.188,0.8,598.6,1,733.7,1,936.75,0.8,794.3,1,739.222,0.9,965.125,0.8,1081.375,0.8,1007.333,0.6,0.957,0.812,0.906,1,0.8,1,1,0.7,1,0.75,0.8,0.909,0.875,0.8,0.818
Emo_Nback_20160913,WUSTL,3P7CNL7H,1,835.088,0.919,835.784,0.925,813.784,0.925,803.162,0.925,889.083,0.9,734.367,0.988,741.85,1,718.15,1,718.5,1,760.263,0.95,952.103,0.85,946.294,0.85,926.294,0.85,902.765,0.85,1033.059,0.85,893.055,0.912,866.706,0.85,870.105,0.95,871.722,0.9,959.789,0.95,744.4,1,711.1,1,784.2,1,725.7,1,1041.429,0.7,1046.778,0.9,981.125,0.8,1219.889,0.9,777.905,0.925,809.5,1,754.333,0.9,738.211,0.95,810.059,0.85,739.3,1,725.2,1,652.8,1,798.667,0.9,879.7,1,790.75,0.8,833.111,0.9,822.875,0.8,1,0.938,0.75,0.875,0.8,1,0.875,0.8,1,0.75,0.9,1,0.5,1,1
Emo_Nback_20160913,WUSTL,481L0PYY,3,1095.419,0.581,1154.778,0.675,1167.353,0.425,964,0.6,1108.56,0.625,1061.373,0.738,1150.5,0.8,1263.571,0.35,946.722,0.9,1018.167,0.9,1154.5,0.425,1161,0.55,1100,0.5,1015.833,0.3,1341,0.35,1109.982,0.688,1195.737,0.95,1079.417,0.6,1021.333,0.45,1079,0.75,1197.9,1,1263.571,0.7,1018.25,0.8,927,0.9,1193.333,0.9,821.6,0.5,1046,0.1,1307,0.6,1074.342,0.475,1057.5,0.4,1378.4,0.25,929.6,0.75,1152.9,0.5,1071.5,0.6, NaN,0,889.5,1,1109.333,0.9,1015.5,0.2,1378.4,0.5,1009.8,0.5,1545,0.1,0.63,0.625,0.469,0.625,0.9,0.591,0.25,0.3,0.545,0.375,0.7,0.636,0.625,0.6,0.636
Emo_Nback_20160913,WUSTL,5V6LPP6X,4,967.592,0.75,977.467,0.75,890.345,0.725,947.562,0.8,1056.724,0.725,950.145,0.775,1055.5,0.7,877.059,0.85,847.941,0.85,1057.643,0.7,986.241,0.725,909.188,0.8,909.167,0.6,1060.467,0.75,1055.867,0.75,1038.264,0.662,1053.077,0.65,997.929,0.7,1023.357,0.7,1086.667,0.6,1195.667,0.6,1043.222,0.9,881.714,0.7,1036.5,0.6,930.857,0.7,916.4,0.5,1165,0.7,1136.833,0.6,911.687,0.838,919.647,0.85,789.933,0.75,888.611,0.9,1035.588,0.85,950.375,0.8,690.125,0.8,824.3,1,1073.5,0.8,892.333,0.9,904,0.7,969,0.8,1001.889,0.9,0.913,0.531,0.75,0.875,0.2,0.955,0.75,0.5,0.818,0.625,0.7,0.909,0.75,0.4,0.864
Emo_Nback_20160913,WUSTL,6MDZCZBV,3,1143.29,0.775,1226.273,0.825,1029.31,0.725,1092.625,0.8,1216.233,0.75,1035.521,0.887,1031.368,0.95,905.125,0.8,1098.944,0.9,1092.389,0.9,1287.66,0.662,1490.786,0.7,1182.154,0.65,1084.5,0.7,1402,0.6,1101.746,0.787,1135.688,0.8,1077.8,0.75,1032.562,0.8,1159.438,0.8,922.8,1,899.778,0.9,898.7,1,1037.8,1,1490.5,0.6,1344.833,0.6,1255.667,0.6,1362.167,0.6,1186.197,0.762,1311.529,0.85,977.357,0.7,1152.688,0.8,1281.143,0.7,1152,0.9,912,0.7,1349.25,0.8,1160.625,0.8,1491,0.8,1042.714,0.7,956.125,0.8,1441.833,0.6,0.891,0.656,0.75,0.75,0.8,0.864,0.75,0.4,0.864,0.75,0.6,0.909,0.75,0.6,0.818
Emo_Nback_20160913,WUSTL,7HLNGBZN,3,932.829,0.875,919.559,0.85,954.361,0.9,936.914,0.875,919.486,0.875,885.111,0.9,866.471,0.85,912.632,0.95,899.412,0.85,861.474,0.95,983.353,0.85,972.647,0.85,1001,0.85,972.333,0.9,988.375,0.8,961.279,0.85,912.625,0.8,968.588,0.85,1036.053,0.95,913.375,0.8,888.625,0.8,993.111,0.9,912.2,1,971.333,0.9,936.625,0.8,941,0.8,1173.667,0.9,838.857,0.7,905.958,0.9,925.722,0.9,941.632,0.95,819.188,0.8,924.632,0.95,846.778,0.9,840.2,1,881.143,0.7,762.6,1,1004.667,0.9,1054.333,0.9,771,0.9,1104.667,0.9,0.957,0.875,0.781,0.625,0.7,1,1,0.7,0.955,0.75,0.8,0.955,0.75,0.9,0.909
Emo_Nback_20160913,WUSTL,7HLNGBZN,3,932.829,0.875,919.559,0.85,954.361,0.9,936.914,0.875,919.486,0.875,885.111,0.9,866.471,0.85,912.632,0.95,899.412,0.85,861.474,0.95,983.353,0.85,972.647,0.85,1001,0.85,972.333,0.9,988.375,0.8,961.279,0.85,912.625,0.8,968.588,0.85,1036.053,0.95,913.375,0.8,888.625,0.8,993.111,0.9,912.2,1,971.333,0.9,936.625,0.8,941,0.8,1173.667,0.9,838.857,0.7,905.958,0.9,925.722,0.9,941.632,0.95,819.188,0.8,924.632,0.95,846.778,0.9,840.2,1,881.143,0.7,762.6,1,1004.667,0.9,1054.333,0.9,771,0.9,1104.667,0.9,0.978,0.875,0.781,0.625,0.7,1,1,0.7,0.955,0.75,0.8,0.955,0.75,0.9,0.909
Emo_Nback_20160913,WUSTL,8Y6RVMNM,3,1149.752,0.706,1072.259,0.675,1095.414,0.725,1208.071,0.7,1219.931,0.725,1154.351,0.713,1117.538,0.65,1040.733,0.75,1217.769,0.65,1239.25,0.8,1145.071,0.7,1030.214,0.7,1154,0.7,1199.667,0.75,1196.154,0.65,1243.536,0.7,1124.818,0.55,1246.882,0.85,1282.2,0.75,1295,0.65,1244.4,0.5,1202.375,0.8,1189.571,0.7,1290,0.8,1025.167,0.6,1286.444,0.9,1363.25,0.8,1303,0.5,1057.614,0.713,1036.125,0.8,880.833,0.6,1122.538,0.65,1158.938,0.8,1038.25,0.8,856,0.7,1250.667,0.6,1188.5,0.8,1034,0.8,915.6,0.5,1012.714,0.7,1129.375,0.8,0.891,0.469,0.781,0.875,0.1,0.864,0.75,0.3,0.909,0.75,0.2,0.909,0.75,0.4,0.864
Emo_Nback_20160913,WUSTL,8z4ptp56,1,1046.189,0.894,1047.378,0.925,938.919,0.925,1022.171,0.875,1186.353,0.85,943.716,0.925,942.263,0.95,862.947,0.95,930.684,0.95,1050.176,0.85,1156.087,0.863,1158.333,0.9,1019.111,0.9,1130.812,0.8,1322.529,0.85,1072.941,0.85,1169.389,0.9,873.118,0.85,1099.875,0.8,1145.294,0.85,1056,0.9,746.222,0.9,995.889,0.9,1030.778,0.9,1282.778,0.9,1015.875,0.8,1233.571,0.7,1274.125,0.8,1021.933,0.938,931.789,0.95,994.85,1,956.737,0.95,1227.412,0.85,839.9,1,968,1,872,1,1072,0.8,1033.889,0.9,1021.7,1,1050.889,0.9,1365.556,0.9,0.935,0.844,0.75,0.75,0.9,1,0.875,0.8,1,0.75,0.9,0.909,0.625,0.8,0.955
Emo_Nback_20160913,WUSTL,B1BC9HDJ,2,1010.945,0.906,952.351,0.925,1028.417,0.9,821.676,0.85,1220.789,0.95,868.282,0.975,740.737,0.95,902.684,0.95,750.1,1,1074.95,1,1177.03,0.838,1175.722,0.9,1168.941,0.85,923.929,0.7,1382.833,0.9,940.257,0.875,823.059,0.85,1000.706,0.85,783.938,0.8,1113.55,1,665.333,0.9,920.2,1,746.6,1,890.8,1,1000.5,0.8,1115.714,0.7,846.167,0.6,1336.3,1,1076.92,0.938,1062.25,1,1053.211,0.95,855.222,0.9,1339.944,0.9,808.6,1,883.222,0.9,753.6,1,1259.1,1,1315.9,1,1206.2,1,982.25,0.8,1441,0.8,0.957,0.906,0.812,0.75,0.9,1,0.625,1,0.955,0.875,0.7,0.909,1,1,0.909
Emo_Nback_20160913,WUSTL,CGNRE8LG,3,1152.638,0.794,1167.71,0.775,1291.875,0.8,1079.857,0.875,1070.724,0.725,1094.123,0.912,1119.333,0.9,1286.053,0.95,1044.211,0.95,908.706,0.85,1231.741,0.675,1234.692,0.65,1300.385,0.65,1122.188,0.8,1300.25,0.6,1237.29,0.775,1287.8,0.75,1426.6,0.75,1102.118,0.85,1150.667,0.75,1366.875,0.8,1430,0.9,1142.333,0.9,929.375,0.8,1197.429,0.7,1421.5,0.6,1056.875,0.8,1403.571,0.7,1071.892,0.812,1055.125,0.8,1173,0.85,1058.833,0.9,985.071,0.7,921.3,1,1156.5,1,955.9,1,890.333,0.9,1278.167,0.6,1196.571,0.7,1187.5,0.8,1155.6,0.5,0.913,0.719,0.719,0.75,0.6,0.864,0.875,0.5,0.909,0.875,0.7,0.955,0.375,0.5,0.955
Emo_Nback_20160913,WUSTL,G8VWC1TN,2,830.373,0.887,806.286,0.875,750.4,0.875,781.405,0.925,986.2,0.875,761.987,0.988,704.7,1,706.211,0.95,730.15,1,904.1,1,916.127,0.787,941.733,0.75,802.875,0.8,841.706,0.85,1095.667,0.75,838.87,0.863,789.471,0.85,758.294,0.85,823.278,0.9,985.353,0.85,735.3,1,671.778,0.9,831.4,1,982.1,1,866.857,0.7,855.625,0.8,813.125,0.8,990,0.7,822.342,0.912,822.167,0.9,742.944,0.9,741.737,0.95,987,0.9,674.1,1,737.2,1,628.9,1,826.1,1,1007.25,0.8,750.125,0.8,867.111,0.9,1188.125,0.8,0.957,0.844,0.938,0.875,0.6,1,1,0.6,0.955,1,0.7,1,0.875,0.7,0.955
Emo_Nback_20160913,WUSTL,GCL0XR2C,4,853.64,0.938,850.842,0.95,802.216,0.925,855.256,0.975,907.694,0.9,763.974,0.963,774.789,0.95,708,0.9,804.1,1,763.95,1,948.219,0.912,926.895,0.95,891.474,0.95,909.105,0.95,1087.375,0.8,877,0.938,839.895,0.95,764,0.95,848.895,0.95,1065.111,0.9,805.2,1,688.7,1,688,1,819.4,1,878.444,0.9,847.667,0.9,1027.667,0.9,1372.25,0.8,830.28,0.938,861.789,0.95,842.556,0.9,861.3,1,750.278,0.9,741,0.9,732.125,0.8,920.2,1,708.5,1,970.5,1,930.9,1,802.4,1,802.5,0.8,0.957,0.812,0.969,1,0.9,0.955,0.875,0.9,0.955,1,0.9,1,1,0.8,0.909
Emo_Nback_20160913,WUSTL,GFDT73J0,2,1213.663,0.631,1173.2,0.625,1193.8,0.625,1212.44,0.625,1272.846,0.65,1266.021,0.588,1174.667,0.45,1226.643,0.7,1273,0.65,1382.636,0.55,1168.093,0.675,1172.375,0.8,1152,0.55,1146.833,0.6,1192.333,0.75,1223.038,0.65,1230.286,0.7,1208.692,0.65,1202.25,0.6,1248.769,0.65,1230.833,0.6,1192.571,0.7,1253,0.6,1345.2,0.5,1229.875,0.8,1227.5,0.6,1151.5,0.6,1188.5,0.8,1203.714,0.613,1100.545,0.55,1177.667,0.6,1221.846,0.65,1296.923,0.65,1062.333,0.3,1260.714,0.7,1290.143,0.7,1413.833,0.6,1114.875,0.8,1061.4,0.5,1142.167,0.6,1196.714,0.7,0.63,0.312,0.781,0.625,0.2,0.818,0.75,0.4,0.682,0.875,0.5,0.591,0.875,0.2,0.773
Emo_Nback_20160913,WUSTL,NNVUN23M,1,973.5,0.75,994.9,0.75,910.281,0.8,909.167,0.75,1091.75,0.7,964.092,0.812,1014.529,0.85,889.125,0.8,870,0.85,1093.533,0.75,984.618,0.688,969.231,0.65,931.438,0.8,960.385,0.65,1089.692,0.65,970.778,0.787,1015.375,0.8,864.429,0.7,885.529,0.85,1109.812,0.8,1087.889,0.9,766.167,0.6,824.778,0.9,1115.875,0.8,922.143,0.7,938.125,0.8,953.875,0.8,1103.75,0.8,976.509,0.713,971.5,0.7,945.944,0.9,940.077,0.65,1067.667,0.6,932,0.8,962.9,1,920.875,0.8,1068,0.7,1024.167,0.6,924.75,0.8,970.8,0.5,1067.2,0.5,0.891,0.594,0.656,0.75,0.6,0.818,0.75,0.4,1,0.75,0.6,0.818,0.375,0.5,0.909
Emo_Nback_20160913,WUSTL,R77YG5G1,4,852.3,0.875,844.825,1,784.441,0.85,864.344,0.8,917.618,0.85,752.973,0.925,697.2,1,717.944,0.9,765.105,0.95,842.118,0.85,963.667,0.825,992.45,1,859.25,0.8,1009.385,0.65,993.118,0.85,921.556,0.9,951,1,789.5,0.9,931.25,0.8,1012.278,0.9,715.3,1,634.8,1,870.556,0.9,781,1,1186.7,1,982.875,0.8,1009.286,0.7,1301.375,0.8,778.971,0.85,738.65,1,778.75,0.8,797.438,0.8,811.125,0.8,679.1,1,821.875,0.8,670.2,1,929.429,0.7,798.2,1,735.625,0.8,1009.5,0.6,719.111,0.9,0.957,0.875,0.781,1,1,1,0.625,0.8,0.955,0.75,0.6,0.909,0.75,0.7,0.955
Emo_Nback_20160913,WUSTL,T6RF977F,4,879.987,0.931,747,0.85,857.541,0.925,947.895,0.95,949.275,1,797.808,0.975,694.684,0.95,789.842,0.95,803.1,1,898.05,1,970.268,0.887,813.267,0.75,929,0.9,1108.778,0.9,1000.5,1,932.293,0.938,787,0.8,890.421,0.95,922.05,1,1098.55,1,836.889,0.9,806.4,1,766,1,1014.4,1,722.857,0.7,983.778,0.9,1078.1,1,1182.7,1,826.973,0.925,711.444,0.9,822.833,0.9,976.611,0.9,800,1,566.7,1,771.444,0.9,840.2,1,781.7,1,892.375,0.8,874.222,0.9,1147.125,0.8,818.3,1,0.913,0.938,0.906,0.75,1,0.818,0.875,0.8,1,1,0.9,0.955,1,1,1
Emo_Nback_20160913,WUSTL,TBTBAM4J,3,860.092,0.887,909.75,0.9,852.474,0.95,798.545,0.825,875.314,0.875,785.36,0.938,868.158,0.95,804.45,1,695.5,0.8,759.5,1,943.746,0.838,956.235,0.85,905.833,0.9,895.529,0.85,1029.733,0.75,831.472,0.9,852.35,1,801.35,1,769.467,0.75,897.059,0.85,680,1,750.8,1,592.857,0.7,794.1,1,1024.7,1,851.9,1,924,0.8,1044.143,0.7,889.529,0.875,981.5,0.8,909.278,0.9,822.778,0.9,854.778,0.9,1077.222,0.9,858.1,1,775.333,0.9,724.9,1,858.429,0.7,973.25,0.8,870.222,0.9,1017.125,0.8,0.957,0.812,0.844,0.875,0.8,0.955,0.875,0.9,1,0.75,0.7,0.909,0.875,0.7,0.955
Emo_Nback_20160913,WUSTL,W1A2WG25,2,857.191,0.881,715.706,0.85,946.568,0.925,848.158,0.95,914.906,0.8,724.959,0.912,617.316,0.95,848.7,1,624.889,0.9,810.688,0.8,999.147,0.85,840.333,0.75,1061.706,0.85,1049.1,1,1019.125,0.8,869,0.863,683.167,0.9,866.579,0.95,947.222,0.9,1010.643,0.7,668,1,702.1,1,741.5,0.8,888.5,0.6,702.125,0.8,1049.333,0.9,1111.8,1,1102.25,0.8,845.875,0.9,752.312,0.8,1031,0.9,759,1,840.444,0.9,561,0.9,995.3,1,531.6,1,764,1,998.286,0.7,1075.625,0.8,986.4,1,936,0.8,0.957,0.844,0.719,0.625,0.9,0.909,0.75,0.9,1,1,0.9,0.955,0.5,0.8,0.909
Emo_Nback_20160913,WUSTL,YDF2TPMK,4,1097.88,0.831,1039.353,0.85,1152.471,0.85,1036.086,0.875,1174.433,0.75,1034.37,0.912,988.8,1,1090,0.85,968.3,1,1114.812,0.8,1175.15,0.75,1111.571,0.7,1214.941,0.85,1126.467,0.75,1242.571,0.7,1144.175,0.787,1184.706,0.85,1069.944,0.9,1043.471,0.85,1358.636,0.55,1100.7,1,959,1,934.1,1,1433.5,0.6,1304.714,0.7,1208.625,0.8,1199.714,0.7,1268.8,0.5,1056.214,0.875,894,0.85,1245.312,0.8,1029.111,0.9,1067.789,0.95,876.9,1,1277.143,0.7,1002.5,1,923.6,1,918.429,0.7,1220.556,0.9,1062.375,0.8,1228,0.9,0.913,0.781,0.719,0.625,0.8,0.955,0.75,0.6,1,1,0.6,0.955,0.5,0.7,0.864
Emo_Nback_20160913,WUSTL,Z24E0KC2,2,840.874,0.894,812.667,0.9,814.889,0.9,824.686,0.875,910.806,0.9,783.883,0.963,797.444,0.9,704.75,1,778.368,0.95,856.05,1,907.364,0.825,827.889,0.9,952.562,0.8,879.688,0.8,979.25,0.8,770.412,0.85,747.833,0.9,705.118,0.85,766.5,0.8,863.294,0.85,699.444,0.9,592,1,696.222,0.9,835.7,1,796.222,0.9,866.714,0.7,856.857,0.7,902.714,0.7,904.76,0.938,877.5,0.9,913.105,0.95,873.684,0.95,953.316,0.95,895.444,0.9,817.5,1,852.3,1,876.4,1,859.556,0.9,1019.333,0.9,897.444,0.9,1038.778,0.9,0.957,0.875,0.875,0.875,0.8,0.955,0.75,0.8,1,0.875,0.6,1,1,0.9,0.864
Emo_Nback_20160913,YALE,J2CBCRYX,1,1107.603,0.881,1057.278,0.9,1039.114,0.875,1078.886,0.875,1256.571,0.875,1122.026,0.963,1055.45,1,1166.421,0.95,1097.722,0.9,1168.3,1,1090.25,0.8,1059.562,0.8,887.938,0.8,1058.941,0.85,1374.267,0.75,1095.271,0.875,1007.889,0.9,1076.765,0.85,1083.222,0.9,1219.059,0.85,1051.2,1,1086.111,0.9,1190.778,0.9,1073.3,1,953.75,0.8,1066.25,0.8,975.667,0.9,1427.286,0.7,1119.761,0.887,1106.667,0.9,1003.556,0.9,1074.294,0.85,1292,0.9,1059.7,1,1238.7,1,1004.667,0.9,1263.3,1,1165.375,0.8,709.625,0.8,1152.625,0.8,1327.875,0.8,0.935,0.75,0.969,1,0.6,1,1,0.5,1,1,0.8,0.864,0.875,0.8,0.909